title: Wind Of Change | artist: Scorpions | time: 4:44 | link: www.youtube.com/watch?v=n4RjJKxsamQ
title: Give Me Love | artist: Don Diablo ft. Calum Scott | time: 3:32 | link: www.youtube.com/watch?v=7OvlmRI-WpU
title: Put Me Back Together | artist: Cheat Codes | time: 3:45 | link: www.youtube.com/watch?v=fWxKFF-LWDU
title: Dreamer | artist: Axwell Λ Ingrosso | time: 3:55 | link: www.youtube.com/watch?v=yl2GaxVGUaI
title: Back Again | artist: Remady, Manu-L | time: 2:35 | link: www.youtube.com/watch?v=aCTkrnpGroA
title: Welcome To The Party | artist: Diplo, French Montana & Lil Pump ft. Zhavia Ward | time: 3:04 | link: www.youtube.com/watch?v=QgOXIEhHU1Y
title: I Miss You | artist: Clean Bandit | time: 3:37 | link: www.youtube.com/watch?v=uZs1AHQBz24
title: Me On You | artist: Nicky Romero & Taio Cruz | time: 3:29 | link: www.youtube.com/watch?v=FSvcob8IXVE
title: Wonderland | artist: C-BooL | time: 3:20 | link: www.youtube.com/watch?v=garZAbhqOWI
title: Masterpiece | artist: OMI & Felix Jaehn | time: 3:01 | link: www.youtube.com/watch?v=EJK-82P9py8
title: Where Would We Be | artist: ROZES X Nicky Romero | time: 3:28 | link: www.youtube.com/watch?v=b2W1WsPw0B0
title: Blah Blah Blah | artist: Armin van Buuren | time: 3:14 | link: www.youtube.com/watch?v=mfJhMfOPWdE
title: Miss You | artist: Cashmere Cat, Major Lazer, Tory Lanez | time: 3:08 | link: www.youtube.com/watch?v=2h0bkuWzQeU
title: Breathe | artist: Jax Jones | time: 3:42 | link: www.youtube.com/watch?v=uGhKqb2Ow3E
title: Ignite | artist: K-391 & Alan Walker | time: 3:50 | link: www.youtube.com/watch?v=Az-mGR-CehY
title: Stranger Things | artist: Kygo | time: 3:43 | link: www.youtube.com/watch?v=3ChgRbqGi-E
title: A Different Way | artist: DJ Snake, Lauv | time: 3:58 | link: www.youtube.com/watch?v=UuCq8mtK8J4
title: Big Jet Plane | artist: Alok & Mathieu Koss | time: 3:47 | link: www.youtube.com/watch?v=DNWyr-R9aEY
title: Batshit | artist: SOFI TUKKER | time: 3:39 | link: www.youtube.com/watch?v=VDndE432GpU
title: Take This Ride | artist: Vigiland | time: 3:32 | link: www.youtube.com/watch?v=nOvFIMRP8bw
title: All I Need | artist: Dimitri Vegas & Like Mike ft. Gucci Mane | time: 3:07 | link: www.youtube.com/watch?v=1S48K3HCXjE
title: Azukita | artist: Steve Aoki, Daddy Yankee, Play N Skillz & Elvis Crespo | time: 4:09 | link: www.youtube.com/watch?v=SWiaqhNSXeg
title: Anthem | artist: Hardwell & Steve Aoki feat. Kris Kiss | time: 2:44 | link: www.youtube.com/watch?v=VGrv_pmcKtU
title: Yallah Habibi | artist: DJ Antoine, Sido & Moe Phoenix | time: 4:06 | link: www.youtube.com/watch?v=3xqMmW5JDhs
title: Good Time Girl | artist: SOFI TUKKER | time: 3:04 | link: www.youtube.com/watch?v=fvKa-Ll9Ers
title: Down For Anything | artist: Sam Feldt & Möwe | time: 2:52 | link: www.youtube.com/watch?v=dEDYZze0rLE
title: Dame Tu Cosita | artist: El Chombo | time: 2:33 | link: www.youtube.com/watch?v=FzG4uDgje3M
title: Somebody | artist: The Chainsmokers, Drew Love | time: 3:54 | link: www.youtube.com/watch?v=tlILlcCE8Sc
title: Rave in the Grave | artist: AronChupa, Little Sis Nora | time: 4:20 | link: www.youtube.com/watch?v=Zokn4WDPcHE
title: Let Me Go | artist: Hailee Steinfeld, Alesso | time: 3:03 | link: www.youtube.com/watch?v=BQ_0QLL2gqI
title: Head Up | artist: Don Diablo | time: 3:14 | link: www.youtube.com/watch?v=PtOb57oY4Sk
title: So Far Away | artist: Martin Garrix & David Guetta | time: 3:04 | link: www.youtube.com/watch?v=o7iL2KzDh38
title: Crash | artist: Burak Yeter | time: 3:22 | link: www.youtube.com/watch?v=Y3xz20cZncI
title: O Sol (VINNE, Double Z Remix) | artist: Vitor Kley | time: 3:30 | link: www.youtube.com/watch?v=1d0t-ROa0d8
title: New World | artist: Krewella, Yellow Claw | time: 2:48 | link: www.youtube.com/watch?v=kwjCbKsY_Kc
title: Balenciaga | artist: Cheat Codes | time: 3:03 | link: www.youtube.com/watch?v=tLA83s4L2pI
title: HYPERSPACE | artist: R3HAB x Skytech | time: 3:07 | link: www.youtube.com/watch?v=-CDa4WG_43s
title: More Than You Know | artist: Axwell Λ Ingrosso | time: 3:24 | link: www.youtube.com/watch?v=GsF05B8TFWg
title: Lick It | artist: Valentino Khan | time: 3:38 | link: www.youtube.com/watch?v=xKWuwqeuIxE
title: Atom | artist: Madison Mars | time: 3:21 | link: www.youtube.com/watch?v=sEhOkXD2ZYM
title: BOOM | artist: Tiësto, Gucci Mane, Sevenn | time: 3:02 | link: www.youtube.com/watch?v=caZpJOtYz-o
title: PERFECT | artist: TOPIC & ALLY BROOKE | time: 3:30 | link: www.youtube.com/watch?v=DKk5eDqZDKk
title: Let Me Live | artist: Rudimental & Major Lazer | time: 3:53 | link: www.youtube.com/watch?v=3DPV40-oD2A
title: With Me | artist: Bruno Martini, Zeeba | time: 3:45 | link: www.youtube.com/watch?v=mjDtGopZwCk
title: Katchi | artist: Ofenbach vs. Nick Waterhouse | time: 2:48 | link: www.youtube.com/watch?v=Ycg5oOSdpPQ
title: Be Your Friend‬‬ “Lyric Video” | artist: Vigiland | time: 3:03 | link: www.youtube.com/watch?v=K0GniecX690
title: Inhale | artist: Duke Dumont, Ebenezer | time: 3:19 | link: www.youtube.com/watch?v=4PO2rFc_4NU
title: UNFORGETTABLE | artist: ROBIN SCHULZ & MARC SCIBILIA | time: 3:50 | link: www.youtube.com/watch?v=RTergPAxY5Y
title: Helium | artist: Sia, David Guetta, Afrojack | time: 4:00 | link: www.youtube.com/watch?v=D18e8aU-UWs
title: Lonely Together | artist: Avicii | time: 3:05 | link: www.youtube.com/watch?v=vQ3XgMKAgxc
title: Spotlight | artist: Marshmello x Lil Peep | time: 2:59 | link: www.youtube.com/watch?v=7R1N-8SoqcM
title: I Love It | artist: Cheat Codes x DVBBS | time: 2:52 | link: www.youtube.com/watch?v=bE1G8HuFnos
title: High on the Dancefloor | artist: RICCI | time: 3:24 | link: www.youtube.com/watch?v=ZmonaF0THAU
title: All Falls Down | artist: Alan Walker | time: 3:41 | link: www.youtube.com/watch?v=6RLLOEzdxsM
title: Cante por Nós | artist: Vintage Culture, KVSH, Breno Miranda | time: 3:52 | link: www.youtube.com/watch?v=ldU21DyOkl0
title: Bed Of Roses | artist: Afrojack | time: 3:22 | link: www.youtube.com/watch?v=CfJwGmm1NvA
title: Silence | artist: Marshmello | time: 3:23 | link: www.youtube.com/watch?v=Tx1sqYc3qas
title: Problems | artist: Petit Biscuit | time: 3:41 | link: www.youtube.com/watch?v=QfIB6-4UJ0c
title: EVERYDAY | artist: Marshmello & Logic | time: 10:02 | link: www.youtube.com/watch?v=bEdcJY8Emm8
title: Sick Boy | artist: The Chainsmokers | time: 3:39 | link: www.youtube.com/watch?v=eACohWVwTOc
title: Nuh Ready Nuh Ready | artist: Calvin Harris | time: 3:11 | link: www.youtube.com/watch?v=6xMBmvevhj0
title: Rebel Yell | artist: Klingande & Krishane | time: 3:34 | link: www.youtube.com/watch?v=0EyhJV9S82U
title: Get It Right | artist: Diplo | time: 2:55 | link: www.youtube.com/watch?v=8BQqX3bUqtY
title: Feels Great | artist: Cheat Codes | time: 3:27 | link: www.youtube.com/watch?v=jNStfcyNrOI
title: New Memories | artist: DubVision & Afrojack | time: 3:16 | link: www.youtube.com/watch?v=_PQOELbHTIA
title: Is That For Me | artist: Alesso & Anitta | time: 3:04 | link: www.youtube.com/watch?v=9WIqVL0dwo8
title: Space For Two | artist: Mr. Probz | time: 3:54 | link: www.youtube.com/watch?v=gsGn1dzITD0
title: Give Me All You Got | artist: LIVIT | time: 3:11 | link: www.youtube.com/watch?v=wl-0jnruNiA
title: What a Feeling...Flashdance | artist: Sound Of Legend | time: 2:56 | link: www.youtube.com/watch?v=PEt3JPWnHoU
title: Right Here, Right Now | artist: San Holo | time: 4:40 | link: www.youtube.com/watch?v=fGjvILPoQwE
title: Mi Gente with Anwar Jibawi | artist: J. Balvin, Willy William | time: 4:13 | link: www.youtube.com/watch?v=Iay3Wu6wybA
title: Nobody Compares To You | artist: Gryffin | time: 3:52 | link: www.youtube.com/watch?v=QjihRb2E-YA
title: Long Way Down | artist: W&W x Darren Styles feat. Giin | time: 3:31 | link: www.youtube.com/watch?v=BQW7R8d9aww
title: La Louze | artist: SHANGUY | time: 3:35 | link: www.youtube.com/watch?v=2Hq_gsoSbaw
title: Nirvana | artist: INNA | time: 3:15 | link: www.youtube.com/watch?v=OfS1jFck8YQ
title: FLY | artist: Marshmello | time: 3:14 | link: www.youtube.com/watch?v=oRArmtMA9AI
title: Keep My Light On | artist: DubVision & Raiden | time: 3:04 | link: www.youtube.com/watch?v=jRGSo20jdV8
title: Genius | artist: LSD | time: 3:43 | link: www.youtube.com/watch?v=HhoATZ1Imtw
title: Buscando Huellas | artist: Major Lazer | time: 2:59 | link: www.youtube.com/watch?v=pjg_09tDltY
title: New Rules | artist: Dua Lipa | time: 3:41 | link: www.youtube.com/watch?v=RdpKa6KQxKU
title: Friend Of Mine | artist: Avicii | time: 3:06 | link: www.youtube.com/watch?v=IXNrHusLXoM
title: Game Over | artist: Martin Garrix & Loopers | time: 2:36 | link: www.youtube.com/watch?v=86sFN_2kw5k
title: I Know You | artist: Craig David | time: 3:55 | link: www.youtube.com/watch?v=Kka1a_j3dmg
title: Til The Sun Rise Up | artist: Bob Sinclar feat. Akon | time: 3:16 | link: www.youtube.com/watch?v=HC7Ql5xoHfk
title: Patser Bounce | artist: Dimitri Vegas & Like Mike vs Quintino | time: 2:34 | link: www.youtube.com/watch?v=Plf2SAGAaic
title: You Don't Have To Like It | artist: Lucas & Steve x Janieck | time: 3:03 | link: www.youtube.com/watch?v=W4Nov20jMJo
title: Coastline | artist: Liu, Hollow Coves, Woak | time: 3:38 | link: www.youtube.com/watch?v=tCpbsNX37-w
title: Rich Love | artist: OneRepublic, Seeb | time: 3:24 | link: www.youtube.com/watch?v=0qHGEgFucQU
title: Gold | artist: Valentino Khan & Sean Paul | time: 3:22 | link: www.youtube.com/watch?v=X8zhlJoeSiA
title: All Night | artist: Steve Aoki x Lauren Jauregui | time: 3:46 | link: www.youtube.com/watch?v=ys2x8oOK7wE
title: Bucket List | artist: Teasley | time: 3:45 | link: www.youtube.com/watch?v=wO3qcXpJj38
title: Baby I'm A Queen | artist: SOFI TUKKER | time: 3:40 | link: www.youtube.com/watch?v=9wjSq61bmGc
title: Faking It | artist: Calvin Harris | time: 3:51 | link: www.youtube.com/watch?v=5mPflmNE4ag
title: Slow Down | artist: Dimitri Vegas & Like Mike vs Quintino ft. Boef, Ronnie Flex, Ali B, I am Aisha | time: 3:26 | link: www.youtube.com/watch?v=JeF2av3eFTw
title: We Could Go Back | artist: Jonas Blue | time: 3:45 | link: www.youtube.com/watch?v=k3H_CvAkR_s
title: Road | artist: Bruno Martini, Timbaland | time: 2:58 | link: www.youtube.com/watch?v=htpdDXOI4b8
title: Islands | artist: R3HAB & KSHMR | time: 3:32 | link: www.youtube.com/watch?v=PQXb2P1LnhU
title: Milk & Honey | artist: Tropkillaz | time: 3:54 | link: www.youtube.com/watch?v=Lj3KvHeMAGk
title: Carry You Home | artist: Tiësto ft. Aloe Blacc & Stargate | time: 3:31 | link: www.youtube.com/watch?v=cABm1SlrtDY
title: Stargazing | artist: Kygo, Justin Jesso | time: 4:21 | link: www.youtube.com/watch?v=hEdvvTF5js4
title: Wait | artist: Martin Jensen | time: 3:11 | link: www.youtube.com/watch?v=wTYBxbw5aoE
title: We Do | artist: R3HAB x Noah Neiman | time: 2:22 | link: www.youtube.com/watch?v=P3dbINIdTtU
title: El Paradiso | artist: DJ Antoine feat. Armando & Jimmi The Dealer | time: 3:59 | link: www.youtube.com/watch?v=iasS_wItp0U
title: Feels Like Yesterday | artist: Mike Williams | time: 3:19 | link: www.youtube.com/watch?v=nDi5h6ACNIw
title: Tell Me You Love Me | artist: Galantis & Throttle | time: 3:23 | link: www.youtube.com/watch?v=dQLlS4l1UJk
title: The Wave | artist: R3HAB x Lia Marie Johnson | time: 3:00 | link: www.youtube.com/watch?v=F8CR9IP7Mog
title: There x2 | artist: Slushii ft. Marshmello | time: 3:51 | link: www.youtube.com/watch?v=4wrW8J5jVqU
title: Making Me Feel | artist: Borgeous | time: 3:14 | link: www.youtube.com/watch?v=X6XHvYEU0d0
title: Inhale | artist: Duke Dumont, Ebenezer | time: 3:11 | link: www.youtube.com/watch?v=-IamX4a_pIE
title: Memories | artist: Vintage Culture & Clubbers | time: 3:12 | link: www.youtube.com/watch?v=qfm1tQwSZJ8
title: Dirty Sexy Money | artist: David Guetta & Afrojack ft Charli XCX & French Montana | time: 2:54 | link: www.youtube.com/watch?v=AenmqoozqoA
title: Source | artist: Lucas & Steve | time: 3:29 | link: www.youtube.com/watch?v=-Kza9C_hMBQ
title: Villain | artist: Yellow Claw | time: 3:00 | link: www.youtube.com/watch?v=AaFG5Dk2ibI
title: Higher | artist: Don Diablo | time: 3:00 | link: www.youtube.com/watch?v=wbxblKFtGCg
title: Look Back | artist: Diplo | time: 3:48 | link: www.youtube.com/watch?v=d54e3kcTlHM
title: Last To Leave | artist: Louis The Child | time: 3:04 | link: www.youtube.com/watch?v=6t_y7inNGXU
title: Anywhere | artist: Rita Ora | time: 2:56 | link: www.youtube.com/watch?v=83JntHcdcyg
title: Cool | artist: Felix Jaehn | time: 3:45 | link: www.youtube.com/watch?v=HFdf_5ZlHm0
title: Trump-It | artist: Gianluca Vacchi | time: 3:00 | link: www.youtube.com/watch?v=TTqXl0lCqa0
title: Love Parade | artist: CMC$ | time: 3:11 | link: www.youtube.com/watch?v=wwFTMFptzz4
title: Everything | artist: Firebeatz X Peppermint feat. Aidan O’Brien | time: 2:55 | link: www.youtube.com/watch?v=QQd-QxUm80o
title: Strongest | artist: Ina Wroldsen | time: 3:50 | link: www.youtube.com/watch?v=-_leYftruXI
title: You Can't Change Me | artist: Don Diablo | time: 3:07 | link: www.youtube.com/watch?v=bBnUgWc7k-k
title: More Than Friends | artist: James Hype | time: 2:31 | link: www.youtube.com/watch?v=YZBMoIrjuWw
title: First Love | artist: Lost Kings | time: 3:28 | link: www.youtube.com/watch?v=jXQitd7ahV4
title: Riverside | artist: Tujamo & Sidney Samson | time: 3:00 | link: www.youtube.com/watch?v=Ths_Sokgdds
title: Best Friend | artist: SOFI TUKKER | time: 3:22 | link: www.youtube.com/watch?v=4Vx7MTU-UVE
title: Complicated | artist: Dimitri Vegas & Like Mike vs David Guetta feat. Kiiara | time: 3:10 | link: www.youtube.com/watch?v=w0EF3AxJwLU
title: Happy | artist: AREA21 | time: 2:52 | link: www.youtube.com/watch?v=c3JsLFBoY5o
title: SHIVA | artist: KSHMR & Marnik (ft. The Golden Army) | time: 3:18 | link: www.youtube.com/watch?v=T8pLpv5uzz8
title: On My Own | artist: 3LAU | time: 3:48 | link: www.youtube.com/watch?v=kgFUB-6L5nY
title: Lullaby | artist: R3HAB x Mike Williams | time: 2:45 | link: www.youtube.com/watch?v=9flXyzcSfT4
title: We Got This | artist: Ahzee | time: 3:14 | link: www.youtube.com/watch?v=FyGL8Io4Vwg
title: No Scrubs | artist: Dropout | time: 2:42 | link: www.youtube.com/watch?v=-BmK7JN0zq8
title: Jump | artist: Major Lazer | time: 3:04 | link: www.youtube.com/watch?v=almntj2gHnY
title: Time | artist: Swanky Tunes & Going Deeper | time: 2:32 | link: www.youtube.com/watch?v=OVPyRFFyeZ4
title: I Just Can't | artist: R3HAB & Quintino | time: 2:37 | link: www.youtube.com/watch?v=k0WRpQU9zK0
title: Alibi | artist: Krewella | time: 4:03 | link: www.youtube.com/watch?v=c-nEjZJVjvM
title: COOL | artist: Ookay | time: 5:47 | link: www.youtube.com/watch?v=U5gYUnfVM6Y
title: One Thing | artist: San Holo | time: 3:59 | link: www.youtube.com/watch?v=IZBxEvg5xiM
title: Fire | artist: 3LAU & Said The Sky | time: 3:19 | link: www.youtube.com/watch?v=M__Gs30K2-U
title: The Scientist | artist: Joy Corporation | time: 3:02 | link: www.youtube.com/watch?v=n-dMnRttBwg
title: Hearts Ain't Gonna Lie | artist: Arlissa & Jonas Blue | time: 3:23 | link: www.youtube.com/watch?v=ikduf5bzoWk
title: Anywhere | artist: Rita Ora | time: 3:43 | link: www.youtube.com/watch?v=ksdAs4LBRq8
title: Take Her Place | artist: Don Diablo ft. A R I Z O N A | time: 3:29 | link: www.youtube.com/watch?v=k-nA-Vd9Z0M
title: Ravers | artist: Breathe Carolina & KEVU | time: 2:20 | link: www.youtube.com/watch?v=9CmGCU7LOvE
title: Sun Comes Up | artist: Rudimental | time: 3:26 | link: www.youtube.com/watch?v=qZVm-2nM0sA
title: Dopamine | artist: Steve Angello | time: 5:21 | link: www.youtube.com/watch?v=PF8vAhRMUhQ
title: Crowd Control | artist: Dimitri Vegas & Like Mike vs W&W | time: 2:35 | link: www.youtube.com/watch?v=21a1bTVwjdo
title: Spotlight | artist: Marshmello x Lil Peep | time: 1:23 | link: www.youtube.com/watch?v=DaORc9nOc8k
title: Camila Cabello | artist: Havana | time: 3:53 | link: www.youtube.com/watch?v=yLYP7LsbyxE
title: Obsesionao | artist: Sak Noel, Salvi feat. Mailer | time: 2:25 | link: www.youtube.com/watch?v=V9NTg2ZdrZ4
title: Andele | artist: Deorro | time: 3:57 | link: www.youtube.com/watch?v=-O4xhr1ClQw
title: Get Low | artist: Hardwell & SICK INDIVIDUALS | time: 3:26 | link: www.youtube.com/watch?v=k2dT_W1s__s
title: Ain't That Why | artist: R3HAB & Krewella | time: 2:46 | link: www.youtube.com/watch?v=Re7xxoEREOo
title: Waterfall | artist: Petit Biscuit | time: 2:49 | link: www.youtube.com/watch?v=BpYAZ9ZyN0g
title: We Are Legend | artist: Dimitri Vegas & Like Mike vs Steve Aoki ft Abigail Breslin | time: 4:20 | link: www.youtube.com/watch?v=-z2EqJTyAiU
title: Forever | artist: Martin Garrix & Matisse & Sadko | time: 3:39 | link: www.youtube.com/watch?v=ScNsBpQ8KIg
title: All Stars | artist: Martin Solveig | time: 2:57 | link: www.youtube.com/watch?v=STmLv9pLuX0
title: Phoenix | artist: Blasterjaxx & Olly James | time: 3:34 | link: www.youtube.com/watch?v=_7TQUaeskL8
title: 2U | artist: David Guetta ft Justin Bieber | time: 3:35 | link: www.youtube.com/watch?v=3X3xtRNb20s
title: The Answer | artist: Example | time: 3:38 | link: www.youtube.com/watch?v=Xt-iPaT6FXQ
title: Lonely Together | artist: Avicii ft. Rita Ora | time: 3:15 | link: www.youtube.com/watch?v=oOlmtJRB8oI
title: OK | artist: Robin Schulz | time: 3:37 | link: www.youtube.com/watch?v=P9-4xHVc7uk
title: By My Side | artist: VINNE, Evokings | time: 3:03 | link: www.youtube.com/watch?v=y_gxFeW9G1c
title: Coco Puffs | artist: Borgore | time: 3:42 | link: www.youtube.com/watch?v=PYy-n4JhQHM
title: Collide | artist: Vicetone | time: 3:23 | link: www.youtube.com/watch?v=yQDXGgRbMeQ
title: Say Hi | artist: Codeko, Austin Mahone | time: 3:33 | link: www.youtube.com/watch?v=Ue4DImrEdSg
title: What The Funk | artist: Oliver Heldens | time: 3:08 | link: www.youtube.com/watch?v=Io47l-upI5M
title: Underwater | artist: KSHMR ft. Sonu Nigam | time: 3:21 | link: www.youtube.com/watch?v=AnKvKo7VJqk
title: Papapa | artist: Mairee | time: 2:26 | link: www.youtube.com/watch?v=6ufEPn5Dvw4
title: Get Low | artist: Zedd, Liam Payne | time: 3:57 | link: www.youtube.com/watch?v=PbW14E2eHJ0
title: Hello There | artist: Dillon Francis | time: 3:28 | link: www.youtube.com/watch?v=Z6m39NS_6l0
title: All My Love | artist: Cash Cash | time: 3:12 | link: www.youtube.com/watch?v=F9mQtqNAqms
title: Hear Me Now | artist: Alok, Bruno Martini feat. Zeeba | time: 4:25 | link: www.youtube.com/watch?v=JVpTp8IHdEg
title: Natural Blues | artist: Showtek & Moby | time: 3:31 | link: www.youtube.com/watch?v=2RsNCWfuGSk
title: Without You | artist: Avicii | time: 3:02 | link: www.youtube.com/watch?v=fTYhYsG9e20
title: Set U Free | artist: Öwnboss, Thonig | time: 2:58 | link: www.youtube.com/watch?v=3k4Pou0-nYY
title: Tuesday | artist: Burak Yeter | time: 3:11 | link: www.youtube.com/watch?v=Y1_VsyLAGuk
title: Hold On | artist: Prismo | time: 3:23 | link: www.youtube.com/watch?v=ADZFKsnELIU
title: Instruction | artist: Jax Jones | time: 2:58 | link: www.youtube.com/watch?v=MQXLpSl26q4
title: Creatures Of The Night | artist: Hardwell & Austin Mahone | time: 3:37 | link: www.youtube.com/watch?v=XPr2fRVCV6M
title: Blow Up | artist: Curbi | time: 3:09 | link: www.youtube.com/watch?v=2ho_1vOiXDM
title: Particula | artist: Major Lazer & DJ Maphorisa | time: 3:33 | link: www.youtube.com/watch?v=CtEHrcA8dKc
title: There For You | artist: Martin Garrix & Troye Sivan | time: 3:41 | link: www.youtube.com/watch?v=pNNMr5glICM
title: Stay On These Roads | artist: Franco Pellegrini, Patriky Bonny | time: 3:39 | link: www.youtube.com/watch?v=obdpMFFgKXQ
title: Feels | artist: Calvin Harris | time: 3:43 | link: www.youtube.com/watch?v=ozv4q2ov3Mk
title: Sunshine | artist: Cat Dealers, LOthief, Santti | time: 3:07 | link: www.youtube.com/watch?v=a89Eb6UUnqc
title: Summer Break | artist: Zabot | time: 2:56 | link: www.youtube.com/watch?v=Et866YXS0yk
title: LOCO | artist: NERVO x Danny Avila feat Reverie | time: 2:51 | link: www.youtube.com/watch?v=V7s0m_KfMRw
title: This City | artist: Bhaskar, Alok & Stonefox | time: 4:02 | link: www.youtube.com/watch?v=fETIVSTk7hM
title: Know Love | artist: DVBBS & Jasmine Thompson | time: 3:32 | link: www.youtube.com/watch?v=_ZAwvpGGDWc
title: Hot2Touch | artist: Felix Jaehn, Hight, Alex Aiono | time: 2:45 | link: www.youtube.com/watch?v=rtfTKKCgD9c
title: Avalon | artist: Eva Simons | time: 3:28 | link: www.youtube.com/watch?v=F6_9PjinCOo
title: Star Crossed | artist: 3LAU | time: 2:26 | link: www.youtube.com/watch?v=joDW_VC_U_4
title: Blocks | artist: Marshmello | time: 3:27 | link: www.youtube.com/watch?v=5E4ZBSInqUU
title: In too Deep | artist: Lost Frequencies | time: 4:17 | link: www.youtube.com/watch?v=KrZydaQJ-Kk
title: Till The Sun Comes Up | artist: Firebeatz | time: 2:59 | link: www.youtube.com/watch?v=oBuKlrDuC4A
title: Good Vibes | artist: Quintino ft. Laurell | time: 2:48 | link: www.youtube.com/watch?v=i4_KHntQoB0
title: Deep Blue | artist: Oceans | time: 3:22 | link: www.youtube.com/watch?v=Q6hyNvgLMSY
title: Stay | artist: Zedd, Alessia Cara | time: 3:34 | link: www.youtube.com/watch?v=yWEK4v9AVKQ
title: Feels Great | artist: Cheat Codes | time: 3:26 | link: www.youtube.com/watch?v=oQ1rAFV44hU
title: Run To You | artist: Liam Ferrari | time: 2:56 | link: www.youtube.com/watch?v=MK6ar6GJklo
title: No I Love Yous | artist: Era Istrefi | time: 2:59 | link: www.youtube.com/watch?v=QlRWZuKPVoo
title: Words | artist: Jasmine Thompson | time: 3:41 | link: www.youtube.com/watch?v=cG6JLwqCr1M
title: Pizza | artist: Martin Garrix | time: 4:17 | link: www.youtube.com/watch?v=JsKIAO11q1Y
title: Freedom | artist: Steve Angello | time: 4:01 | link: www.youtube.com/watch?v=t5JFpUU1g-Y
title: I BELIEVE I'M FINE | artist: ROBIN SCHULZ & HUGEL | time: 3:48 | link: www.youtube.com/watch?v=hzp4upS8M8Y
title: Sweeter Without You | artist: Borgeous, Taylr Renee | time: 3:14 | link: www.youtube.com/watch?v=wVBTusaSybE
title: Like A Riddle | artist: Felix Jaehn | time: 3:01 | link: www.youtube.com/watch?v=iI5xWmeV_dw
title: Party Animal | artist: Charly Black, Luis Fonsi | time: 3:23 | link: www.youtube.com/watch?v=P5C--jQjYgw
title: Staying Up | artist: Matoma & The Vamps | time: 3:18 | link: www.youtube.com/watch?v=QRmxjDO_poE
title: Girls on Boys | artist: Galantis & ROZES | time: 3:27 | link: www.youtube.com/watch?v=NTe6-26-fHg
title: Make Your Mind Up Lyric Video | artist: Pauls Paris ft. Moses York | time: 3:52 | link: www.youtube.com/watch?v=dkQUH3knt5o
title: My Love | artist: Wale | time: 3:48 | link: www.youtube.com/watch?v=jzf1GbCf6G4
title: Scream | artist: Tiësto & John Christian | time: 2:40 | link: www.youtube.com/watch?v=7esz7R9p_40
title: No Promises | artist: Cheat Codes | time: 3:45 | link: www.youtube.com/watch?v=jn40gqhxoSY
title: Summer Air | artist: ItaloBrothers | time: 3:10 | link: www.youtube.com/watch?v=AbviedGZELM
title: Light Me Up | artist: FTampa | time: 3:30 | link: www.youtube.com/watch?v=Dg7W2QonyZc
title: It Ain't Me | artist: Kygo, Selena Gomez | time: 4:02 | link: www.youtube.com/watch?v=u3VTKvdAuIY
title: Shape of You | artist: Ed Sheeran | time: 3:10 | link: www.youtube.com/watch?v=rNeDSn1Octc
title: Sober | artist: Cat Dealers & Santti | time: 4:21 | link: www.youtube.com/watch?v=yiYmGEeik6g
title: GO 2.0 | artist: Burak Yeter x Ryan Riback | time: 2:44 | link: www.youtube.com/watch?v=U84zvGbk_CY
title: LOST | artist: VASSY & Afrojack feat. Oliver Rosa | time: 3:19 | link: www.youtube.com/watch?v=FLWos7210j0
title: Symphony | artist: Clean Bandit | time: 4:07 | link: www.youtube.com/watch?v=aatr_2MstrI
title: Hands Up | artist: Hardwell & Afrojack ft. MC Ambush | time: 2:55 | link: www.youtube.com/watch?v=sVdrDR5md2Y
title: $4,000,000 | artist: Steve Aoki & Bad Royale | time: 3:32 | link: www.youtube.com/watch?v=47XGull36jM
title: Stardust | artist: Lucas & Steve x Madison Mars | time: 3:00 | link: www.youtube.com/watch?v=AQj1bqxxpio
title: Power | artist: Hardwell & KSHMR | time: 2:33 | link: www.youtube.com/watch?v=J701ucIsrrk
title: Momentum | artist: Don Diablo | time: 2:37 | link: www.youtube.com/watch?v=flDt8TC6Fok
title: No Tomorrow | artist: Afrojack | time: 5:46 | link: www.youtube.com/watch?v=Gmf_ybYaOsw
title: Push The Feeling On | artist: Sound Of Legend | time: 3:17 | link: www.youtube.com/watch?v=J2bWdMhroo8
title: Tired | artist: Alan Walker ft. Gavin James | time: 3:37 | link: www.youtube.com/watch?v=g4hGRvs6HHU
title: What The Funk | artist: Oliver Heldens | time: 2:58 | link: www.youtube.com/watch?v=DYvmfzIlYNk
title: Know No Better | artist: Major Lazer | time: 3:46 | link: www.youtube.com/watch?v=DumuyU6SuaQ
title: Europe | artist: Bodybangers | time: 2:46 | link: www.youtube.com/watch?v=QoLiBooJGKg
title: Leg Over | artist: Mr Eazi & Major Lazer | time: 3:10 | link: www.youtube.com/watch?v=Cyw9fv_NBdk
title: Champagne | artist: NERVO ft. Chief Keef | time: 3:15 | link: www.youtube.com/watch?v=kHQNEfegi24
title: Pretty Girl | artist: Maggie Lindemann | time: 3:20 | link: www.youtube.com/watch?v=qFmCXBL_4n8
title: Jealousy | artist: Disciples | time: 3:24 | link: www.youtube.com/watch?v=r-DxvMTenvc
title: Never Let Me Go | artist: Alok, Bruno Martini, Zeeba | time: 4:39 | link: www.youtube.com/watch?v=ri-fIya76ac
title: The Real Don | artist: David Zowie | time: 3:07 | link: www.youtube.com/watch?v=sBia-T1J9cs
title: We Can't Give Up | artist: EDX | time: 2:44 | link: www.youtube.com/watch?v=IA5KCXHE80I
